"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9178","Тест на голом Селениде","","Tue Mar 17 17:55:07 UTC 2026","passed","Tue Mar 17 17:55:16 UTC 2026","","com.github.tests.PureSelenideTest","com.github.tests.PureSelenideTest","testWithPureSelenide"
"","2943","positiveFillAllFieldsTest()","","Tue Mar 17 17:54:47 UTC 2026","passed","Tue Mar 17 17:54:50 UTC 2026","","com.demoqa.tests.TextBoxTest","com.demoqa.tests.TextBoxTest","positiveFillAllFieldsTest"
"","3379","positiveMinimumDataAllLanguageTest(String, String) Проверка регистрации с разными языками: ""John"", ""Doe""","","Tue Mar 17 17:54:31 UTC 2026","passed","Tue Mar 17 17:54:34 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataAllLanguageTest"
"","958","testParsingJson()","","Tue Mar 17 17:55:26 UTC 2026","passed","Tue Mar 17 17:55:27 UTC 2026","","files.tests.JsonFileTest","files.tests.JsonFileTest","testParsingJson"
"","3706","positiveMinimumDataDifferentNamesLengthTest(String, String) Проверка регистрации с разными данными: ""A"", ""B""","","Tue Mar 17 17:54:20 UTC 2026","passed","Tue Mar 17 17:54:24 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataDifferentNamesLengthTest"
"","5551","Проверка максимального набора данных Проверка регистрации с полом: ""Female""","","Tue Mar 17 17:54:04 UTC 2026","passed","Tue Mar 17 17:54:10 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveFullDataAllGenderTest"
"","21","checkCsvTest()","","Tue Mar 17 17:55:29 UTC 2026","passed","Tue Mar 17 17:55:29 UTC 2026","","files.tests.ZipFileTest","files.tests.ZipFileTest","checkCsvTest"
"","6605","Проверка максимального набора данных Проверка регистрации с полом: ""Male""","","Tue Mar 17 17:53:57 UTC 2026","passed","Tue Mar 17 17:54:04 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveFullDataAllGenderTest"
"","4723","Проверка максимального набора данных Проверка регистрации с полом: ""Other""","","Tue Mar 17 17:54:10 UTC 2026","passed","Tue Mar 17 17:54:14 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveFullDataAllGenderTest"
"","583","checkPdfTest()","","Tue Mar 17 17:55:28 UTC 2026","passed","Tue Mar 17 17:55:29 UTC 2026","","files.tests.ZipFileTest","files.tests.ZipFileTest","checkPdfTest"
"","3295","positiveMinimumDataAllLanguageTest(String, String) Проверка регистрации с разными языками: ""王"", ""小明""","","Tue Mar 17 17:54:38 UTC 2026","passed","Tue Mar 17 17:54:41 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataAllLanguageTest"
"","3218","Негативная проверка - не заполненные поля","","Tue Mar 17 17:54:17 UTC 2026","passed","Tue Mar 17 17:54:20 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","negativeEmptyFieldsTest"
"","9613","Тест в шагами в отдельном классе","","Tue Mar 17 17:55:16 UTC 2026","failed","Tue Mar 17 17:55:26 UTC 2026","","com.github.tests.StepsWithAnnotationTest","com.github.tests.StepsWithAnnotationTest","testAnnotatedStep"
"","3416","positiveMinimumDataDifferentNamesLengthTest(String, String) Проверка регистрации с разными данными: ""Qazxswedcvfrtgbnhyujmikolpqazxswedcvfrtgbnhyujmikolp"", ""Plokimjuyhnbgtrfvcdewsxzaqplokimjuyhnbgtrfvcdewsxzaq""","","Tue Mar 17 17:54:27 UTC 2026","passed","Tue Mar 17 17:54:31 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataDifferentNamesLengthTest"
"","3282","negativeWrongEmail()","","Tue Mar 17 17:54:50 UTC 2026","passed","Tue Mar 17 17:54:54 UTC 2026","","com.demoqa.tests.TextBoxTest","com.demoqa.tests.TextBoxTest","negativeWrongEmail"
"","3274","positiveMinimumDataDifferentNamesLengthTest(String, String) Проверка регистрации с разными данными: ""1"", ""2""","","Tue Mar 17 17:54:24 UTC 2026","passed","Tue Mar 17 17:54:27 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataDifferentNamesLengthTest"
"","13061","Тест c Лямбда-нотацией","","Tue Mar 17 17:54:54 UTC 2026","passed","Tue Mar 17 17:55:07 UTC 2026","","com.github.tests.LambdaNotationTest","com.github.tests.LambdaNotationTest","testWithPureSelenide"
"","2817","Негативная проверка - не верный формат Email","","Tue Mar 17 17:54:14 UTC 2026","passed","Tue Mar 17 17:54:17 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","negativeWrongEmailFormatTest"
"","3336","positiveMinimumDataAllLanguageTest(String, String) Проверка регистрации с разными языками: ""José"", ""García""","","Tue Mar 17 17:54:34 UTC 2026","passed","Tue Mar 17 17:54:38 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataAllLanguageTest"
"","11","zipFileTest()","","Tue Mar 17 17:55:29 UTC 2026","passed","Tue Mar 17 17:55:29 UTC 2026","","files.tests.ZipFileTest","files.tests.ZipFileTest","zipFileTest"
"","3292","positiveMinimumDataAllLanguageTest(String, String) Проверка регистрации с разными языками: ""山田"", ""太郎""","","Tue Mar 17 17:54:41 UTC 2026","passed","Tue Mar 17 17:54:44 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataAllLanguageTest"
"","3265","positiveMinimumDataAllLanguageTest(String, String) Проверка регистрации с разными языками: ""Matti"", ""Meikäläinen""","","Tue Mar 17 17:54:44 UTC 2026","passed","Tue Mar 17 17:54:47 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataAllLanguageTest"
"","1180","checkExcelTest()","","Tue Mar 17 17:55:27 UTC 2026","passed","Tue Mar 17 17:55:28 UTC 2026","","files.tests.ZipFileTest","files.tests.ZipFileTest","checkExcelTest"
