"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","13126","Тест c Лямбда-нотацией","","Wed Mar 18 08:25:52 UTC 2026","passed","Wed Mar 18 08:26:05 UTC 2026","","com.github.tests.LambdaNotationTest","com.github.tests.LambdaNotationTest","testWithPureSelenide"
"","560","checkPdfTest()","","Wed Mar 18 08:26:31 UTC 2026","passed","Wed Mar 18 08:26:32 UTC 2026","","files.tests.ZipFileTest","files.tests.ZipFileTest","checkPdfTest"
"","7589","positiveMinimumDataDifferentNamesLengthTest(String, String) Проверка регистрации с разными данными: ""1"", ""2""","","Wed Mar 18 08:24:48 UTC 2026","failed","Wed Mar 18 08:24:56 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataDifferentNamesLengthTest"
"","7471","Негативная проверка - не верный формат Email","","Wed Mar 18 08:24:26 UTC 2026","failed","Wed Mar 18 08:24:33 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","negativeWrongEmailFormatTest"
"","7427","positiveMinimumDataAllLanguageTest(String, String) Проверка регистрации с разными языками: ""山田"", ""太郎""","","Wed Mar 18 08:25:26 UTC 2026","failed","Wed Mar 18 08:25:33 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataAllLanguageTest"
"","10362","Тест на голом Селениде","","Wed Mar 18 08:26:05 UTC 2026","passed","Wed Mar 18 08:26:15 UTC 2026","","com.github.tests.PureSelenideTest","com.github.tests.PureSelenideTest","testWithPureSelenide"
"","7422","positiveMinimumDataDifferentNamesLengthTest(String, String) Проверка регистрации с разными данными: ""A"", ""B""","","Wed Mar 18 08:24:41 UTC 2026","failed","Wed Mar 18 08:24:48 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataDifferentNamesLengthTest"
"","7636","positiveMinimumDataAllLanguageTest(String, String) Проверка регистрации с разными языками: ""王"", ""小明""","","Wed Mar 18 08:25:18 UTC 2026","failed","Wed Mar 18 08:25:26 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataAllLanguageTest"
"","7591","Проверка максимального набора данных Проверка регистрации с полом: ""Other""","","Wed Mar 18 08:24:18 UTC 2026","failed","Wed Mar 18 08:24:26 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveFullDataAllGenderTest"
"","7691","Проверка максимального набора данных Проверка регистрации с полом: ""Female""","","Wed Mar 18 08:24:11 UTC 2026","failed","Wed Mar 18 08:24:18 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveFullDataAllGenderTest"
