"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","58967","positiveMinimumDataDifferentNamesLengthTest(String, String) Проверка регистрации с разными данными: ""A"", ""B""","","Wed Mar 18 11:02:46 UTC 2026","failed","Wed Mar 18 11:03:45 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataDifferentNamesLengthTest"
"","22977","Проверка максимального набора данных Проверка регистрации с полом: ""Female""","","Wed Mar 18 11:02:46 UTC 2026","failed","Wed Mar 18 11:03:09 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveFullDataAllGenderTest"
"","22258","negativeWrongEmail()","","Wed Mar 18 11:02:45 UTC 2026","failed","Wed Mar 18 11:03:07 UTC 2026","","com.demoqa.tests.TextBoxTest","com.demoqa.tests.TextBoxTest","negativeWrongEmail"
"","42162","Негативная проверка - не заполненные поля","","Wed Mar 18 11:02:46 UTC 2026","failed","Wed Mar 18 11:03:28 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","negativeEmptyFieldsTest"
"","58454","positiveMinimumDataAllLanguageTest(String, String) Проверка регистрации с разными языками: ""José"", ""García""","","Wed Mar 18 11:03:10 UTC 2026","failed","Wed Mar 18 11:04:08 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataAllLanguageTest"
"","55974","Тест на голом Селениде","","Wed Mar 18 11:02:46 UTC 2026","failed","Wed Mar 18 11:03:42 UTC 2026","","com.github.tests.PureSelenideTest","com.github.tests.PureSelenideTest","testWithPureSelenide"
"","42060","positiveMinimumDataDifferentNamesLengthTest(String, String) Проверка регистрации с разными данными: ""Qazxswedcvfrtgbnhyujmikolpqazxswedcvfrtgbnhyujmikolp"", ""Plokimjuyhnbgtrfvcdewsxzaqplokimjuyhnbgtrfvcdewsxzaq""","","Wed Mar 18 11:03:06 UTC 2026","failed","Wed Mar 18 11:03:48 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataDifferentNamesLengthTest"
"","38990","Тест c Лямбда-нотацией","","Wed Mar 18 11:02:45 UTC 2026","failed","Wed Mar 18 11:03:24 UTC 2026","","com.github.tests.LambdaNotationTest","com.github.tests.LambdaNotationTest","testWithPureSelenide"
"","40221","Проверка максимального набора данных Проверка регистрации с полом: ""Male""","","Wed Mar 18 11:02:46 UTC 2026","failed","Wed Mar 18 11:03:26 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveFullDataAllGenderTest"
"","19018","checkPdfTest()","","Wed Mar 18 11:02:46 UTC 2026","passed","Wed Mar 18 11:03:05 UTC 2026","","files.tests.ZipFileTest","files.tests.ZipFileTest","checkPdfTest"
"","20003","checkCsvTest()","","Wed Mar 18 11:02:45 UTC 2026","passed","Wed Mar 18 11:03:05 UTC 2026","","files.tests.ZipFileTest","files.tests.ZipFileTest","checkCsvTest"
"","78123","Тест в шагами в отдельном классе","","Wed Mar 18 11:02:46 UTC 2026","passed","Wed Mar 18 11:04:04 UTC 2026","","com.github.tests.StepsWithAnnotationTest","com.github.tests.StepsWithAnnotationTest","testAnnotatedStep"
"","16106","testParsingJson()","","Wed Mar 18 11:02:49 UTC 2026","passed","Wed Mar 18 11:03:05 UTC 2026","","files.tests.JsonFileTest","files.tests.JsonFileTest","testParsingJson"
"","59343","positiveMinimumDataAllLanguageTest(String, String) Проверка регистрации с разными языками: ""山田"", ""太郎""","","Wed Mar 18 11:03:10 UTC 2026","failed","Wed Mar 18 11:04:09 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataAllLanguageTest"
"","42740","Негативная проверка - не верный формат Email","","Wed Mar 18 11:02:46 UTC 2026","failed","Wed Mar 18 11:03:29 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","negativeWrongEmailFormatTest"
"","24408","positiveMinimumDataAllLanguageTest(String, String) Проверка регистрации с разными языками: ""John"", ""Doe""","","Wed Mar 18 11:02:45 UTC 2026","failed","Wed Mar 18 11:03:09 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataAllLanguageTest"
