"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","13614","Тест c Лямбда-нотацией","","Tue Mar 17 20:03:48 UTC 2026","passed","Tue Mar 17 20:04:02 UTC 2026","","com.github.tests.LambdaNotationTest","com.github.tests.LambdaNotationTest","testWithPureSelenide"
"","12070","Тест в шагами в отдельном классе","","Tue Mar 17 20:04:13 UTC 2026","passed","Tue Mar 17 20:04:25 UTC 2026","","com.github.tests.StepsWithAnnotationTest","com.github.tests.StepsWithAnnotationTest","testAnnotatedStep"
"","6923","Проверка максимального набора данных Проверка регистрации с полом: ""Female""","","Tue Mar 17 20:02:44 UTC 2026","passed","Tue Mar 17 20:02:51 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveFullDataAllGenderTest"
"","3814","positiveFillAllFieldsTest()","","Tue Mar 17 20:03:40 UTC 2026","passed","Tue Mar 17 20:03:44 UTC 2026","","com.demoqa.tests.TextBoxTest","com.demoqa.tests.TextBoxTest","positiveFillAllFieldsTest"
"","3778","Негативная проверка - не заполненные поля","","Tue Mar 17 20:03:02 UTC 2026","passed","Tue Mar 17 20:03:06 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","negativeEmptyFieldsTest"
"","1197","checkExcelTest()","","Tue Mar 17 20:04:27 UTC 2026","passed","Tue Mar 17 20:04:28 UTC 2026","","files.tests.ZipFileTest","files.tests.ZipFileTest","checkExcelTest"
"","3913","negativeWrongEmail()","","Tue Mar 17 20:03:44 UTC 2026","passed","Tue Mar 17 20:03:48 UTC 2026","","com.demoqa.tests.TextBoxTest","com.demoqa.tests.TextBoxTest","negativeWrongEmail"
"","835","checkPdfTest()","","Tue Mar 17 20:04:28 UTC 2026","passed","Tue Mar 17 20:04:29 UTC 2026","","files.tests.ZipFileTest","files.tests.ZipFileTest","checkPdfTest"
"","14","checkCsvTest()","","Tue Mar 17 20:04:29 UTC 2026","passed","Tue Mar 17 20:04:29 UTC 2026","","files.tests.ZipFileTest","files.tests.ZipFileTest","checkCsvTest"
"","4257","positiveMinimumDataAllLanguageTest(String, String) Проверка регистрации с разными языками: ""Matti"", ""Meikäläinen""","","Tue Mar 17 20:03:36 UTC 2026","passed","Tue Mar 17 20:03:40 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataAllLanguageTest"
"","4015","positiveMinimumDataDifferentNamesLengthTest(String, String) Проверка регистрации с разными данными: ""A"", ""B""","","Tue Mar 17 20:03:06 UTC 2026","passed","Tue Mar 17 20:03:10 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataDifferentNamesLengthTest"
"","8203","Проверка максимального набора данных Проверка регистрации с полом: ""Male""","","Tue Mar 17 20:02:35 UTC 2026","passed","Tue Mar 17 20:02:43 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveFullDataAllGenderTest"
"","4290","positiveMinimumDataAllLanguageTest(String, String) Проверка регистрации с разными языками: ""John"", ""Doe""","","Tue Mar 17 20:03:18 UTC 2026","passed","Tue Mar 17 20:03:23 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataAllLanguageTest"
"","1197","testParsingJson()","","Tue Mar 17 20:04:26 UTC 2026","passed","Tue Mar 17 20:04:27 UTC 2026","","files.tests.JsonFileTest","files.tests.JsonFileTest","testParsingJson"
"","7583","Проверка максимального набора данных Проверка регистрации с полом: ""Other""","","Tue Mar 17 20:02:51 UTC 2026","passed","Tue Mar 17 20:02:58 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveFullDataAllGenderTest"
"","11","zipFileTest()","","Tue Mar 17 20:04:29 UTC 2026","passed","Tue Mar 17 20:04:29 UTC 2026","","files.tests.ZipFileTest","files.tests.ZipFileTest","zipFileTest"
"","3948","Негативная проверка - не верный формат Email","","Tue Mar 17 20:02:58 UTC 2026","passed","Tue Mar 17 20:03:02 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","negativeWrongEmailFormatTest"
"","4464","positiveMinimumDataDifferentNamesLengthTest(String, String) Проверка регистрации с разными данными: ""Qazxswedcvfrtgbnhyujmikolpqazxswedcvfrtgbnhyujmikolp"", ""Plokimjuyhnbgtrfvcdewsxzaqplokimjuyhnbgtrfvcdewsxzaq""","","Tue Mar 17 20:03:14 UTC 2026","passed","Tue Mar 17 20:03:18 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataDifferentNamesLengthTest"
"","11764","Тест на голом Селениде","","Tue Mar 17 20:04:02 UTC 2026","passed","Tue Mar 17 20:04:13 UTC 2026","","com.github.tests.PureSelenideTest","com.github.tests.PureSelenideTest","testWithPureSelenide"
"","3964","positiveMinimumDataDifferentNamesLengthTest(String, String) Проверка регистрации с разными данными: ""1"", ""2""","","Tue Mar 17 20:03:10 UTC 2026","passed","Tue Mar 17 20:03:14 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataDifferentNamesLengthTest"
"","4313","positiveMinimumDataAllLanguageTest(String, String) Проверка регистрации с разными языками: ""王"", ""小明""","","Tue Mar 17 20:03:27 UTC 2026","passed","Tue Mar 17 20:03:32 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataAllLanguageTest"
"","4633","positiveMinimumDataAllLanguageTest(String, String) Проверка регистрации с разными языками: ""José"", ""García""","","Tue Mar 17 20:03:23 UTC 2026","passed","Tue Mar 17 20:03:27 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataAllLanguageTest"
"","4366","positiveMinimumDataAllLanguageTest(String, String) Проверка регистрации с разными языками: ""山田"", ""太郎""","","Tue Mar 17 20:03:32 UTC 2026","passed","Tue Mar 17 20:03:36 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataAllLanguageTest"
