"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7030","Негативная проверка - не верный формат Email","","Wed Mar 18 10:14:14 UTC 2026","failed","Wed Mar 18 10:14:21 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","negativeWrongEmailFormatTest"
"","6945","positiveMinimumDataDifferentNamesLengthTest(String, String) Проверка регистрации с разными данными: ""1"", ""2""","","Wed Mar 18 10:14:36 UTC 2026","failed","Wed Mar 18 10:14:43 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataDifferentNamesLengthTest"
"","13293","Тест c Лямбда-нотацией","","Wed Mar 18 10:15:33 UTC 2026","passed","Wed Mar 18 10:15:46 UTC 2026","","com.github.tests.LambdaNotationTest","com.github.tests.LambdaNotationTest","testWithPureSelenide"
"","421","checkPdfTest()","","Wed Mar 18 10:16:13 UTC 2026","passed","Wed Mar 18 10:16:13 UTC 2026","","files.tests.ZipFileTest","files.tests.ZipFileTest","checkPdfTest"
"","6923","positiveMinimumDataAllLanguageTest(String, String) Проверка регистрации с разными языками: ""山田"", ""太郎""","","Wed Mar 18 10:15:12 UTC 2026","failed","Wed Mar 18 10:15:19 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataAllLanguageTest"
"","11272","Тест на голом Селениде","","Wed Mar 18 10:15:46 UTC 2026","passed","Wed Mar 18 10:15:58 UTC 2026","","com.github.tests.PureSelenideTest","com.github.tests.PureSelenideTest","testWithPureSelenide"
"","7419","Негативная проверка - не заполненные поля","","Wed Mar 18 10:14:21 UTC 2026","failed","Wed Mar 18 10:14:28 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","negativeEmptyFieldsTest"
"","1222","testParsingJson()","","Wed Mar 18 10:16:10 UTC 2026","passed","Wed Mar 18 10:16:12 UTC 2026","","files.tests.JsonFileTest","files.tests.JsonFileTest","testParsingJson"
"","9250","Проверка максимального набора данных Проверка регистрации с полом: ""Male""","","Wed Mar 18 10:13:49 UTC 2026","passed","Wed Mar 18 10:13:58 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveFullDataAllGenderTest"
"","7430","positiveMinimumDataDifferentNamesLengthTest(String, String) Проверка регистрации с разными данными: ""A"", ""B""","","Wed Mar 18 10:14:28 UTC 2026","failed","Wed Mar 18 10:14:36 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataDifferentNamesLengthTest"
"","7324","Проверка максимального набора данных Проверка регистрации с полом: ""Other""","","Wed Mar 18 10:14:06 UTC 2026","failed","Wed Mar 18 10:14:14 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveFullDataAllGenderTest"
"","6998","positiveMinimumDataAllLanguageTest(String, String) Проверка регистрации с разными языками: ""John"", ""Doe""","","Wed Mar 18 10:14:50 UTC 2026","failed","Wed Mar 18 10:14:57 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataAllLanguageTest"
"","3738","negativeWrongEmail()","","Wed Mar 18 10:15:29 UTC 2026","passed","Wed Mar 18 10:15:33 UTC 2026","","com.demoqa.tests.TextBoxTest","com.demoqa.tests.TextBoxTest","negativeWrongEmail"
