"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4692","positiveMinimumDataAllLanguageTest(String, String) Проверка регистрации с разными языками: ""王"", ""小明""","","Wed Mar 18 07:57:01 UTC 2026","passed","Wed Mar 18 07:57:06 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataAllLanguageTest"
"","5199","positiveMinimumDataDifferentNamesLengthTest(String, String) Проверка регистрации с разными данными: ""1"", ""2""","","Wed Mar 18 07:56:36 UTC 2026","passed","Wed Mar 18 07:56:41 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataDifferentNamesLengthTest"
"","1086","testParsingJson()","","Wed Mar 18 07:58:03 UTC 2026","passed","Wed Mar 18 07:58:04 UTC 2026","","files.tests.JsonFileTest","files.tests.JsonFileTest","testParsingJson"
"","1143","checkExcelTest()","","Wed Mar 18 07:58:04 UTC 2026","passed","Wed Mar 18 07:58:05 UTC 2026","","files.tests.ZipFileTest","files.tests.ZipFileTest","checkExcelTest"
"","15","checkCsvTest()","","Wed Mar 18 07:58:06 UTC 2026","passed","Wed Mar 18 07:58:06 UTC 2026","","files.tests.ZipFileTest","files.tests.ZipFileTest","checkCsvTest"
"","10","zipFileTest()","","Wed Mar 18 07:58:06 UTC 2026","passed","Wed Mar 18 07:58:06 UTC 2026","","files.tests.ZipFileTest","files.tests.ZipFileTest","zipFileTest"
"","10698","Проверка максимального набора данных Проверка регистрации с полом: ""Male""","","Wed Mar 18 07:55:49 UTC 2026","passed","Wed Mar 18 07:56:00 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveFullDataAllGenderTest"
"","3951","positiveFillAllFieldsTest()","","Wed Mar 18 07:57:21 UTC 2026","passed","Wed Mar 18 07:57:25 UTC 2026","","com.demoqa.tests.TextBoxTest","com.demoqa.tests.TextBoxTest","positiveFillAllFieldsTest"
"","10220","Тест в шагами в отдельном классе","","Wed Mar 18 07:57:52 UTC 2026","passed","Wed Mar 18 07:58:02 UTC 2026","","com.github.tests.StepsWithAnnotationTest","com.github.tests.StepsWithAnnotationTest","testAnnotatedStep"
"","7499","positiveMinimumDataAllLanguageTest(String, String) Проверка регистрации с разными языками: ""Matti"", ""Meikäläinen""","","Wed Mar 18 07:57:14 UTC 2026","failed","Wed Mar 18 07:57:21 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataAllLanguageTest"
"","7501","positiveMinimumDataAllLanguageTest(String, String) Проверка регистрации с разными языками: ""山田"", ""太郎""","","Wed Mar 18 07:57:06 UTC 2026","failed","Wed Mar 18 07:57:14 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataAllLanguageTest"
"","510","checkPdfTest()","","Wed Mar 18 07:58:05 UTC 2026","passed","Wed Mar 18 07:58:06 UTC 2026","","files.tests.ZipFileTest","files.tests.ZipFileTest","checkPdfTest"
"","7432","positiveMinimumDataDifferentNamesLengthTest(String, String) Проверка регистрации с разными данными: ""Qazxswedcvfrtgbnhyujmikolpqazxswedcvfrtgbnhyujmikolp"", ""Plokimjuyhnbgtrfvcdewsxzaqplokimjuyhnbgtrfvcdewsxzaq""","","Wed Mar 18 07:56:41 UTC 2026","failed","Wed Mar 18 07:56:48 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataDifferentNamesLengthTest"
"","13603","Тест c Лямбда-нотацией","","Wed Mar 18 07:57:30 UTC 2026","passed","Wed Mar 18 07:57:43 UTC 2026","","com.github.tests.LambdaNotationTest","com.github.tests.LambdaNotationTest","testWithPureSelenide"
"","4675","negativeWrongEmail()","","Wed Mar 18 07:57:25 UTC 2026","passed","Wed Mar 18 07:57:30 UTC 2026","","com.demoqa.tests.TextBoxTest","com.demoqa.tests.TextBoxTest","negativeWrongEmail"
"","8104","Проверка максимального набора данных Проверка регистрации с полом: ""Other""","","Wed Mar 18 07:56:08 UTC 2026","passed","Wed Mar 18 07:56:16 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveFullDataAllGenderTest"
"","7503","positiveMinimumDataAllLanguageTest(String, String) Проверка регистрации с разными языками: ""José"", ""García""","","Wed Mar 18 07:56:54 UTC 2026","failed","Wed Mar 18 07:57:01 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataAllLanguageTest"
"","8884","Тест на голом Селениде","","Wed Mar 18 07:57:43 UTC 2026","passed","Wed Mar 18 07:57:52 UTC 2026","","com.github.tests.PureSelenideTest","com.github.tests.PureSelenideTest","testWithPureSelenide"
