"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Попытка аутентификации с неверным паролем должна возвращать 401 и страницу с ошибкой","1119","Неверный пароль → 401","","Fri May 08 12:27:57 UTC 2026","passed","Fri May 08 12:27:58 UTC 2026","","cloud.autotests.selenoid.ApiTest","cloud.autotests.selenoid.ApiTest","wrongPasswordTest"
"","4333","positiveMinimumDataAllLanguageTest(String, String) Проверка регистрации с разными языками: ""山田"", ""太郎""","","Fri May 08 12:29:03 UTC 2026","passed","Fri May 08 12:29:07 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataAllLanguageTest"
"","4689","positiveMinimumDataAllLanguageTest(String, String) Проверка регистрации с разными языками: ""José"", ""García""","","Fri May 08 12:28:54 UTC 2026","passed","Fri May 08 12:28:58 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataAllLanguageTest"
"","7997","Проверка максимального набора данных Проверка регистрации с полом: ""Female""","","Fri May 08 12:28:11 UTC 2026","passed","Fri May 08 12:28:19 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveFullDataAllGenderTest"
"Убеждаемся, что запрос к /wd/hub/status выполняется быстрее 5 секунд","1160","Проверка времени ответа","","Fri May 08 12:27:52 UTC 2026","passed","Fri May 08 12:27:53 UTC 2026","","cloud.autotests.selenoid.ApiTest","cloud.autotests.selenoid.ApiTest","responseTimeTest"
"Проверяем, что структура ответа соответствует заранее определённой JSON схеме (status_response_schema.json)","1641","JSON Schema validation","","Fri May 08 12:27:55 UTC 2026","passed","Fri May 08 12:27:57 UTC 2026","","cloud.autotests.selenoid.ApiTest","cloud.autotests.selenoid.ApiTest","schemaValidationTest"
"","11795","Проверка максимального набора данных Проверка регистрации с полом: ""Male""","","Fri May 08 12:27:59 UTC 2026","passed","Fri May 08 12:28:11 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveFullDataAllGenderTest"
"","11159","Тест в шагами в отдельном классе","","Fri May 08 12:29:42 UTC 2026","passed","Fri May 08 12:29:53 UTC 2026","","com.github.tests.StepsWithAnnotationTest","com.github.tests.StepsWithAnnotationTest","testAnnotatedStep"
"","4259","positiveMinimumDataAllLanguageTest(String, String) Проверка регистрации с разными языками: ""王"", ""小明""","","Fri May 08 12:28:58 UTC 2026","passed","Fri May 08 12:29:03 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataAllLanguageTest"
"","8776","Проверка максимального набора данных Проверка регистрации с полом: ""Other""","","Fri May 08 12:28:19 UTC 2026","passed","Fri May 08 12:28:28 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveFullDataAllGenderTest"
"Запрос без заголовка Authorization должен возвращать 401","1153","Отсутствие авторизации → 401","","Fri May 08 12:27:54 UTC 2026","passed","Fri May 08 12:27:55 UTC 2026","","cloud.autotests.selenoid.ApiTest","cloud.autotests.selenoid.ApiTest","noAuthorisationTest"
"","3879","positiveFillAllFieldsTest()","","Fri May 08 12:29:11 UTC 2026","passed","Fri May 08 12:29:15 UTC 2026","","com.demoqa.tests.TextBoxTest","com.demoqa.tests.TextBoxTest","positiveFillAllFieldsTest"
"","990","testParsingJson()","","Fri May 08 12:29:53 UTC 2026","passed","Fri May 08 12:29:54 UTC 2026","","files.tests.JsonFileTest","files.tests.JsonFileTest","testParsingJson"
"","4135","Негативная проверка - не заполненные поля","","Fri May 08 12:28:31 UTC 2026","passed","Fri May 08 12:28:36 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","negativeEmptyFieldsTest"
"","4333","positiveMinimumDataDifferentNamesLengthTest(String, String) Проверка регистрации с разными данными: ""A"", ""B""","","Fri May 08 12:28:36 UTC 2026","passed","Fri May 08 12:28:40 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataDifferentNamesLengthTest"
"","4153","positiveMinimumDataAllLanguageTest(String, String) Проверка регистрации с разными языками: ""Matti"", ""Meikäläinen""","","Fri May 08 12:29:07 UTC 2026","passed","Fri May 08 12:29:11 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataAllLanguageTest"
"","3750","Негативная проверка - не верный формат Email","","Fri May 08 12:28:28 UTC 2026","passed","Fri May 08 12:28:31 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","negativeWrongEmailFormatTest"
"","4338","negativeWrongEmail()","","Fri May 08 12:29:15 UTC 2026","passed","Fri May 08 12:29:19 UTC 2026","","com.demoqa.tests.TextBoxTest","com.demoqa.tests.TextBoxTest","negativeWrongEmail"
"","10","checkCsvTest()","","Fri May 08 12:29:56 UTC 2026","passed","Fri May 08 12:29:56 UTC 2026","","files.tests.ZipFileTest","files.tests.ZipFileTest","checkCsvTest"
"","4604","positiveMinimumDataAllLanguageTest(String, String) Проверка регистрации с разными языками: ""John"", ""Doe""","","Fri May 08 12:28:49 UTC 2026","passed","Fri May 08 12:28:54 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataAllLanguageTest"
"","4637","positiveMinimumDataDifferentNamesLengthTest(String, String) Проверка регистрации с разными данными: ""Qazxswedcvfrtgbnhyujmikolpqazxswedcvfrtgbnhyujmikolp"", ""Plokimjuyhnbgtrfvcdewsxzaqplokimjuyhnbgtrfvcdewsxzaq""","","Fri May 08 12:28:44 UTC 2026","passed","Fri May 08 12:28:49 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataDifferentNamesLengthTest"
