"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3983","Негативная проверка - не верный формат Email","","Fri Apr 10 17:46:12 UTC 2026","passed","Fri Apr 10 17:46:16 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","negativeWrongEmailFormatTest"
"","4224","negativeWrongEmail()","","Fri Apr 10 17:47:01 UTC 2026","passed","Fri Apr 10 17:47:05 UTC 2026","","com.demoqa.tests.TextBoxTest","com.demoqa.tests.TextBoxTest","negativeWrongEmail"
"","11703","Тест в шагами в отдельном классе","","Fri Apr 10 17:47:29 UTC 2026","passed","Fri Apr 10 17:47:41 UTC 2026","","com.github.tests.StepsWithAnnotationTest","com.github.tests.StepsWithAnnotationTest","testAnnotatedStep"
"","13040","Тест c Лямбда-нотацией","","Fri Apr 10 17:47:05 UTC 2026","passed","Fri Apr 10 17:47:18 UTC 2026","","com.github.tests.LambdaNotationTest","com.github.tests.LambdaNotationTest","testWithPureSelenide"
"","4594","positiveMinimumDataDifferentNamesLengthTest(String, String) Проверка регистрации с разными данными: ""A"", ""B""","","Fri Apr 10 17:46:20 UTC 2026","passed","Fri Apr 10 17:46:25 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataDifferentNamesLengthTest"
"","4523","positiveMinimumDataDifferentNamesLengthTest(String, String) Проверка регистрации с разными данными: ""Qazxswedcvfrtgbnhyujmikolpqazxswedcvfrtgbnhyujmikolp"", ""Plokimjuyhnbgtrfvcdewsxzaqplokimjuyhnbgtrfvcdewsxzaq""","","Fri Apr 10 17:46:29 UTC 2026","passed","Fri Apr 10 17:46:34 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataDifferentNamesLengthTest"
"","405","checkPdfTest()","","Fri Apr 10 17:47:43 UTC 2026","passed","Fri Apr 10 17:47:43 UTC 2026","","files.tests.ZipFileTest","files.tests.ZipFileTest","checkPdfTest"
"","9274","Проверка максимального набора данных Проверка регистрации с полом: ""Male""","","Fri Apr 10 17:45:45 UTC 2026","passed","Fri Apr 10 17:45:55 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveFullDataAllGenderTest"
"","4412","positiveMinimumDataAllLanguageTest(String, String) Проверка регистрации с разными языками: ""John"", ""Doe""","","Fri Apr 10 17:46:34 UTC 2026","passed","Fri Apr 10 17:46:38 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataAllLanguageTest"
"","1258","testParsingJson()","","Fri Apr 10 17:47:41 UTC 2026","passed","Fri Apr 10 17:47:42 UTC 2026","","files.tests.JsonFileTest","files.tests.JsonFileTest","testParsingJson"
"","4376","positiveMinimumDataAllLanguageTest(String, String) Проверка регистрации с разными языками: ""José"", ""García""","","Fri Apr 10 17:46:38 UTC 2026","passed","Fri Apr 10 17:46:43 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataAllLanguageTest"
"Попытка аутентификации с пустым паролем должна возвращать 401","1417","Пустой пароль → 401","","Fri Apr 10 17:45:44 UTC 2026","passed","Fri Apr 10 17:45:45 UTC 2026","","cloud.autotests.selenoid.ApiTest","cloud.autotests.selenoid.ApiTest","emptyPasswordTest"
"Запрос без заголовка Authorization должен возвращать 401","1433","Отсутствие авторизации → 401","","Fri Apr 10 17:45:39 UTC 2026","passed","Fri Apr 10 17:45:40 UTC 2026","","cloud.autotests.selenoid.ApiTest","cloud.autotests.selenoid.ApiTest","noAuthorisationTest"
"Извлекаем поле message из ответа /wd/hub/status, проверяем формат 'Selenoid X.Y.Z built at ...' и убеждаемся, что дата сборки не позднее текущего момента.","3574","Проверка сообщения статуса: версия Selenoid и дата сборки не в будущем","","Fri Apr 10 17:45:31 UTC 2026","passed","Fri Apr 10 17:45:35 UTC 2026","","cloud.autotests.selenoid.ApiTest","cloud.autotests.selenoid.ApiTest","messageContainSelenoidVersionAndBuildDateTest"
"","4704","positiveMinimumDataAllLanguageTest(String, String) Проверка регистрации с разными языками: ""王"", ""小明""","","Fri Apr 10 17:46:43 UTC 2026","passed","Fri Apr 10 17:46:47 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataAllLanguageTest"
"Убеждаемся, что запрос к /wd/hub/status выполняется быстрее 2 секунд","1438","Проверка времени ответа","","Fri Apr 10 17:45:36 UTC 2026","passed","Fri Apr 10 17:45:37 UTC 2026","","cloud.autotests.selenoid.ApiTest","cloud.autotests.selenoid.ApiTest","responseTimeTest"
"","3915","positiveFillAllFieldsTest()","","Fri Apr 10 17:46:57 UTC 2026","passed","Fri Apr 10 17:47:01 UTC 2026","","com.demoqa.tests.TextBoxTest","com.demoqa.tests.TextBoxTest","positiveFillAllFieldsTest"
"","11217","Тест на голом Селениде","","Fri Apr 10 17:47:18 UTC 2026","passed","Fri Apr 10 17:47:29 UTC 2026","","com.github.tests.PureSelenideTest","com.github.tests.PureSelenideTest","testWithPureSelenide"
"","10074","Проверка максимального набора данных Проверка регистрации с полом: ""Other""","","Fri Apr 10 17:46:02 UTC 2026","passed","Fri Apr 10 17:46:12 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveFullDataAllGenderTest"
"","4684","positiveMinimumDataAllLanguageTest(String, String) Проверка регистрации с разными языками: ""Matti"", ""Meikäläinen""","","Fri Apr 10 17:46:52 UTC 2026","passed","Fri Apr 10 17:46:57 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataAllLanguageTest"
"Проверяем, что структура ответа соответствует заранее определённой JSON схеме (status_response_schema.json)","1928","JSON Schema validation","","Fri Apr 10 17:45:40 UTC 2026","passed","Fri Apr 10 17:45:42 UTC 2026","","cloud.autotests.selenoid.ApiTest","cloud.autotests.selenoid.ApiTest","schemaValidationTest"
"","7463","Проверка максимального набора данных Проверка регистрации с полом: ""Female""","","Fri Apr 10 17:45:55 UTC 2026","passed","Fri Apr 10 17:46:02 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveFullDataAllGenderTest"
"Убеждаемся, что Selenoid готов принимать команды (value.ready == true)","1461","Проверка флага 'ready' = true","","Fri Apr 10 17:45:37 UTC 2026","passed","Fri Apr 10 17:45:39 UTC 2026","","cloud.autotests.selenoid.ApiTest","cloud.autotests.selenoid.ApiTest","messageContainReadyTrueTest"
"","4305","Негативная проверка - не заполненные поля","","Fri Apr 10 17:46:16 UTC 2026","passed","Fri Apr 10 17:46:20 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","negativeEmptyFieldsTest"
"Попытка аутентификации с неверным паролем должна возвращать 401 и страницу с ошибкой","1399","Неверный пароль → 401","","Fri Apr 10 17:45:42 UTC 2026","passed","Fri Apr 10 17:45:44 UTC 2026","","cloud.autotests.selenoid.ApiTest","cloud.autotests.selenoid.ApiTest","wrongPasswordTest"
"","17","zipFileTest()","","Fri Apr 10 17:47:43 UTC 2026","passed","Fri Apr 10 17:47:43 UTC 2026","","files.tests.ZipFileTest","files.tests.ZipFileTest","zipFileTest"
"","1004","checkExcelTest()","","Fri Apr 10 17:47:42 UTC 2026","passed","Fri Apr 10 17:47:43 UTC 2026","","files.tests.ZipFileTest","files.tests.ZipFileTest","checkExcelTest"
"","10","checkCsvTest()","","Fri Apr 10 17:47:43 UTC 2026","passed","Fri Apr 10 17:47:43 UTC 2026","","files.tests.ZipFileTest","files.tests.ZipFileTest","checkCsvTest"
"","4505","positiveMinimumDataAllLanguageTest(String, String) Проверка регистрации с разными языками: ""山田"", ""太郎""","","Fri Apr 10 17:46:47 UTC 2026","passed","Fri Apr 10 17:46:52 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataAllLanguageTest"
"Запрос к '/stat' возвращает 404 с текстом '404 page not found'","1176","Несуществующий эндпоинт → 404","","Fri Apr 10 17:45:35 UTC 2026","passed","Fri Apr 10 17:45:36 UTC 2026","","cloud.autotests.selenoid.ApiTest","cloud.autotests.selenoid.ApiTest","wrongPageTest"
"","4338","positiveMinimumDataDifferentNamesLengthTest(String, String) Проверка регистрации с разными данными: ""1"", ""2""","","Fri Apr 10 17:46:25 UTC 2026","passed","Fri Apr 10 17:46:29 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataDifferentNamesLengthTest"
