"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3893","positiveMinimumDataAllLanguageTest(String, String) Проверка регистрации с разными языками: ""Matti"", ""Meikäläinen""","","Mon Mar 23 20:26:35 UTC 2026","passed","Mon Mar 23 20:26:38 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataAllLanguageTest"
"","15","checkCsvTest()","","Mon Mar 23 20:27:27 UTC 2026","passed","Mon Mar 23 20:27:27 UTC 2026","","files.tests.ZipFileTest","files.tests.ZipFileTest","checkCsvTest"
"","12335","Тест на голом Селениде","","Mon Mar 23 20:26:58 UTC 2026","passed","Mon Mar 23 20:27:11 UTC 2026","","com.github.tests.PureSelenideTest","com.github.tests.PureSelenideTest","testWithPureSelenide"
"","3356","positiveFillAllFieldsTest()","","Mon Mar 23 20:26:38 UTC 2026","passed","Mon Mar 23 20:26:42 UTC 2026","","com.demoqa.tests.TextBoxTest","com.demoqa.tests.TextBoxTest","positiveFillAllFieldsTest"
"","3798","positiveMinimumDataDifferentNamesLengthTest(String, String) Проверка регистрации с разными данными: ""1"", ""2""","","Mon Mar 23 20:26:12 UTC 2026","passed","Mon Mar 23 20:26:15 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataDifferentNamesLengthTest"
"","3757","positiveMinimumDataAllLanguageTest(String, String) Проверка регистрации с разными языками: ""José"", ""García""","","Mon Mar 23 20:26:23 UTC 2026","passed","Mon Mar 23 20:26:27 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataAllLanguageTest"
"","8","zipFileTest()","","Mon Mar 23 20:27:27 UTC 2026","passed","Mon Mar 23 20:27:27 UTC 2026","","files.tests.ZipFileTest","files.tests.ZipFileTest","zipFileTest"
"","8740","Проверка максимального набора данных Проверка регистрации с полом: ""Female""","","Mon Mar 23 20:25:45 UTC 2026","passed","Mon Mar 23 20:25:54 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveFullDataAllGenderTest"
"","13075","Тест в шагами в отдельном классе","","Mon Mar 23 20:27:11 UTC 2026","passed","Mon Mar 23 20:27:24 UTC 2026","","com.github.tests.StepsWithAnnotationTest","com.github.tests.StepsWithAnnotationTest","testAnnotatedStep"
"","1187","checkExcelTest()","","Mon Mar 23 20:27:25 UTC 2026","passed","Mon Mar 23 20:27:26 UTC 2026","","files.tests.ZipFileTest","files.tests.ZipFileTest","checkExcelTest"
"","13130","Тест c Лямбда-нотацией","","Mon Mar 23 20:26:45 UTC 2026","passed","Mon Mar 23 20:26:58 UTC 2026","","com.github.tests.LambdaNotationTest","com.github.tests.LambdaNotationTest","testWithPureSelenide"
"","3867","positiveMinimumDataDifferentNamesLengthTest(String, String) Проверка регистрации с разными данными: ""Qazxswedcvfrtgbnhyujmikolpqazxswedcvfrtgbnhyujmikolp"", ""Plokimjuyhnbgtrfvcdewsxzaqplokimjuyhnbgtrfvcdewsxzaq""","","Mon Mar 23 20:26:15 UTC 2026","passed","Mon Mar 23 20:26:19 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataDifferentNamesLengthTest"
"","3711","positiveMinimumDataAllLanguageTest(String, String) Проверка регистрации с разными языками: ""John"", ""Doe""","","Mon Mar 23 20:26:19 UTC 2026","passed","Mon Mar 23 20:26:23 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataAllLanguageTest"
"","3630","positiveMinimumDataAllLanguageTest(String, String) Проверка регистрации с разными языками: ""山田"", ""太郎""","","Mon Mar 23 20:26:31 UTC 2026","passed","Mon Mar 23 20:26:35 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataAllLanguageTest"
"","1043","testParsingJson()","","Mon Mar 23 20:27:24 UTC 2026","passed","Mon Mar 23 20:27:25 UTC 2026","","files.tests.JsonFileTest","files.tests.JsonFileTest","testParsingJson"
"","13221","Проверка максимального набора данных Проверка регистрации с полом: ""Male""","","Mon Mar 23 20:25:32 UTC 2026","passed","Mon Mar 23 20:25:45 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveFullDataAllGenderTest"
"","3268","Негативная проверка - не заполненные поля","","Mon Mar 23 20:26:05 UTC 2026","passed","Mon Mar 23 20:26:08 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","negativeEmptyFieldsTest"
"","3300","Негативная проверка - не верный формат Email","","Mon Mar 23 20:26:02 UTC 2026","passed","Mon Mar 23 20:26:05 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","negativeWrongEmailFormatTest"
"","3322","negativeWrongEmail()","","Mon Mar 23 20:26:42 UTC 2026","passed","Mon Mar 23 20:26:45 UTC 2026","","com.demoqa.tests.TextBoxTest","com.demoqa.tests.TextBoxTest","negativeWrongEmail"
