"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","469","checkPdfTest()","","Wed Mar 11 06:14:49 UTC 2026","passed","Wed Mar 11 06:14:49 UTC 2026","","files.tests.ZipFileTest","files.tests.ZipFileTest","checkPdfTest"
"","3939","positiveMinimumDataAllLanguageTest(String, String) Проверка регистрации с разными языками: ""Matti"", ""Meikäläinen""","","Wed Mar 11 06:14:07 UTC 2026","passed","Wed Mar 11 06:14:11 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataAllLanguageTest"
"","3946","positiveMinimumDataAllLanguageTest(String, String) Проверка регистрации с разными языками: ""山田"", ""太郎""","","Wed Mar 11 06:14:03 UTC 2026","passed","Wed Mar 11 06:14:07 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataAllLanguageTest"
"","10625","Тест в шагами в отдельном классе","","Wed Mar 11 06:14:35 UTC 2026","passed","Wed Mar 11 06:14:46 UTC 2026","","com.github.tests.StepsWithAnnotationTest","com.github.tests.StepsWithAnnotationTest","testAnnotatedStep"
"","19","checkCsvTest()","","Wed Mar 11 06:14:49 UTC 2026","passed","Wed Mar 11 06:14:49 UTC 2026","","files.tests.ZipFileTest","files.tests.ZipFileTest","checkCsvTest"
"","12849","Проверка максимального набора данных Проверка регистрации с полом: ""Male""","","Wed Mar 11 06:13:02 UTC 2026","failed","Wed Mar 11 06:13:15 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveFullDataAllGenderTest"
"","982","testParsingJson()","","Wed Mar 11 06:14:46 UTC 2026","passed","Wed Mar 11 06:14:47 UTC 2026","","files.tests.JsonFileTest","files.tests.JsonFileTest","testParsingJson"
"","10996","Тест c Лямбда-нотацией","","Wed Mar 11 06:14:18 UTC 2026","passed","Wed Mar 11 06:14:29 UTC 2026","","com.github.tests.LambdaNotationTest","com.github.tests.LambdaNotationTest","testWithPureSelenide"
"","3505","Негативная проверка - не заполненные поля","","Wed Mar 11 06:13:36 UTC 2026","passed","Wed Mar 11 06:13:40 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","negativeEmptyFieldsTest"
"","3440","positiveFillAllFieldsTest()","","Wed Mar 11 06:14:11 UTC 2026","passed","Wed Mar 11 06:14:14 UTC 2026","","com.demoqa.tests.TextBoxTest","com.demoqa.tests.TextBoxTest","positiveFillAllFieldsTest"
