"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","12046","Тест на голом Селениде","","Tue Mar 17 19:54:29 UTC 2026","passed","Tue Mar 17 19:54:41 UTC 2026","","com.github.tests.PureSelenideTest","com.github.tests.PureSelenideTest","testWithPureSelenide"
"","4452","positiveMinimumDataAllLanguageTest(String, String) Проверка регистрации с разными языками: ""山田"", ""太郎""","","Tue Mar 17 19:54:00 UTC 2026","passed","Tue Mar 17 19:54:05 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataAllLanguageTest"
"","12266","Тест c Лямбда-нотацией","","Tue Mar 17 19:54:17 UTC 2026","passed","Tue Mar 17 19:54:29 UTC 2026","","com.github.tests.LambdaNotationTest","com.github.tests.LambdaNotationTest","testWithPureSelenide"
"","9274","Проверка максимального набора данных Проверка регистрации с полом: ""Male""","","Tue Mar 17 19:53:04 UTC 2026","passed","Tue Mar 17 19:53:13 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveFullDataAllGenderTest"
"","563","checkPdfTest()","","Tue Mar 17 19:54:54 UTC 2026","passed","Tue Mar 17 19:54:54 UTC 2026","","files.tests.ZipFileTest","files.tests.ZipFileTest","checkPdfTest"
"","4322","positiveMinimumDataAllLanguageTest(String, String) Проверка регистрации с разными языками: ""John"", ""Doe""","","Tue Mar 17 19:53:46 UTC 2026","passed","Tue Mar 17 19:53:51 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataAllLanguageTest"
"","3487","Негативная проверка - не заполненные поля","","Tue Mar 17 19:53:29 UTC 2026","passed","Tue Mar 17 19:53:33 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","negativeEmptyFieldsTest"
"","3308","positiveFillAllFieldsTest()","","Tue Mar 17 19:54:10 UTC 2026","passed","Tue Mar 17 19:54:13 UTC 2026","","com.demoqa.tests.TextBoxTest","com.demoqa.tests.TextBoxTest","positiveFillAllFieldsTest"
"","10","zipFileTest()","","Tue Mar 17 19:54:54 UTC 2026","passed","Tue Mar 17 19:54:54 UTC 2026","","files.tests.ZipFileTest","files.tests.ZipFileTest","zipFileTest"
"","4557","positiveMinimumDataDifferentNamesLengthTest(String, String) Проверка регистрации с разными данными: ""1"", ""2""","","Tue Mar 17 19:53:37 UTC 2026","passed","Tue Mar 17 19:53:42 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataDifferentNamesLengthTest"
"","4419","positiveMinimumDataDifferentNamesLengthTest(String, String) Проверка регистрации с разными данными: ""A"", ""B""","","Tue Mar 17 19:53:33 UTC 2026","passed","Tue Mar 17 19:53:37 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataDifferentNamesLengthTest"
"","4622","positiveMinimumDataAllLanguageTest(String, String) Проверка регистрации с разными языками: ""王"", ""小明""","","Tue Mar 17 19:53:56 UTC 2026","passed","Tue Mar 17 19:54:00 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataAllLanguageTest"
"","21","checkCsvTest()","","Tue Mar 17 19:54:54 UTC 2026","passed","Tue Mar 17 19:54:54 UTC 2026","","files.tests.ZipFileTest","files.tests.ZipFileTest","checkCsvTest"
