"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3888","positiveMinimumDataAllLanguageTest(String, String) Проверка регистрации с разными языками: ""Matti"", ""Meikäläinen""","","Fri Mar 20 21:19:00 UTC 2026","passed","Fri Mar 20 21:19:04 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataAllLanguageTest"
"","3851","positiveMinimumDataAllLanguageTest(String, String) Проверка регистрации с разными языками: ""John"", ""Doe""","","Fri Mar 20 21:18:43 UTC 2026","passed","Fri Mar 20 21:18:47 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataAllLanguageTest"
"","11626","Тест на голом Селениде","","Fri Mar 20 21:19:23 UTC 2026","passed","Fri Mar 20 21:19:34 UTC 2026","","com.github.tests.PureSelenideTest","com.github.tests.PureSelenideTest","testWithPureSelenide"
"","4254","positiveMinimumDataDifferentNamesLengthTest(String, String) Проверка регистрации с разными данными: ""Qazxswedcvfrtgbnhyujmikolpqazxswedcvfrtgbnhyujmikolp"", ""Plokimjuyhnbgtrfvcdewsxzaqplokimjuyhnbgtrfvcdewsxzaq""","","Fri Mar 20 21:18:39 UTC 2026","passed","Fri Mar 20 21:18:43 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataDifferentNamesLengthTest"
"","3422","Негативная проверка - не заполненные поля","","Fri Mar 20 21:18:28 UTC 2026","passed","Fri Mar 20 21:18:31 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","negativeEmptyFieldsTest"
"","11137","Тест c Лямбда-нотацией","","Fri Mar 20 21:19:12 UTC 2026","passed","Fri Mar 20 21:19:23 UTC 2026","","com.github.tests.LambdaNotationTest","com.github.tests.LambdaNotationTest","testWithPureSelenide"
"","4037","positiveMinimumDataDifferentNamesLengthTest(String, String) Проверка регистрации с разными данными: ""1"", ""2""","","Fri Mar 20 21:18:35 UTC 2026","passed","Fri Mar 20 21:18:39 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataDifferentNamesLengthTest"
"","939","testParsingJson()","","Fri Mar 20 21:19:46 UTC 2026","passed","Fri Mar 20 21:19:47 UTC 2026","","files.tests.JsonFileTest","files.tests.JsonFileTest","testParsingJson"
"","4143","positiveMinimumDataAllLanguageTest(String, String) Проверка регистрации с разными языками: ""山田"", ""太郎""","","Fri Mar 20 21:18:56 UTC 2026","passed","Fri Mar 20 21:19:00 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataAllLanguageTest"
"","24","checkCsvTest()","","Fri Mar 20 21:19:49 UTC 2026","passed","Fri Mar 20 21:19:49 UTC 2026","","files.tests.ZipFileTest","files.tests.ZipFileTest","checkCsvTest"
"","3439","Негативная проверка - не верный формат Email","","Fri Mar 20 21:18:24 UTC 2026","passed","Fri Mar 20 21:18:28 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","negativeWrongEmailFormatTest"
"","11224","Тест в шагами в отдельном классе","","Fri Mar 20 21:19:34 UTC 2026","passed","Fri Mar 20 21:19:46 UTC 2026","","com.github.tests.StepsWithAnnotationTest","com.github.tests.StepsWithAnnotationTest","testAnnotatedStep"
"","3783","positiveMinimumDataDifferentNamesLengthTest(String, String) Проверка регистрации с разными данными: ""A"", ""B""","","Fri Mar 20 21:18:31 UTC 2026","passed","Fri Mar 20 21:18:35 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataDifferentNamesLengthTest"
"","8502","Проверка максимального набора данных Проверка регистрации с полом: ""Male""","","Fri Mar 20 21:17:58 UTC 2026","passed","Fri Mar 20 21:18:06 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveFullDataAllGenderTest"
"","3531","positiveFillAllFieldsTest()","","Fri Mar 20 21:19:04 UTC 2026","passed","Fri Mar 20 21:19:08 UTC 2026","","com.demoqa.tests.TextBoxTest","com.demoqa.tests.TextBoxTest","positiveFillAllFieldsTest"
"","585","checkPdfTest()","","Fri Mar 20 21:19:48 UTC 2026","passed","Fri Mar 20 21:19:49 UTC 2026","","files.tests.ZipFileTest","files.tests.ZipFileTest","checkPdfTest"
"","7219","Проверка максимального набора данных Проверка регистрации с полом: ""Female""","","Fri Mar 20 21:18:06 UTC 2026","passed","Fri Mar 20 21:18:14 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveFullDataAllGenderTest"
"","8","zipFileTest()","","Fri Mar 20 21:19:49 UTC 2026","passed","Fri Mar 20 21:19:49 UTC 2026","","files.tests.ZipFileTest","files.tests.ZipFileTest","zipFileTest"
"","1133","checkExcelTest()","","Fri Mar 20 21:19:47 UTC 2026","passed","Fri Mar 20 21:19:48 UTC 2026","","files.tests.ZipFileTest","files.tests.ZipFileTest","checkExcelTest"
"","4588","positiveMinimumDataAllLanguageTest(String, String) Проверка регистрации с разными языками: ""王"", ""小明""","","Fri Mar 20 21:18:52 UTC 2026","passed","Fri Mar 20 21:18:56 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataAllLanguageTest"
"","10870","Проверка максимального набора данных Проверка регистрации с полом: ""Other""","","Fri Mar 20 21:18:14 UTC 2026","passed","Fri Mar 20 21:18:24 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveFullDataAllGenderTest"
"","4413","positiveMinimumDataAllLanguageTest(String, String) Проверка регистрации с разными языками: ""José"", ""García""","","Fri Mar 20 21:18:47 UTC 2026","passed","Fri Mar 20 21:18:52 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataAllLanguageTest"
"","3588","negativeWrongEmail()","","Fri Mar 20 21:19:08 UTC 2026","passed","Fri Mar 20 21:19:12 UTC 2026","","com.demoqa.tests.TextBoxTest","com.demoqa.tests.TextBoxTest","negativeWrongEmail"
