"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3912","positiveMinimumDataAllLanguageTest(String, String) Проверка регистрации с разными языками: ""John"", ""Doe""","","Fri Mar 20 21:36:31 UTC 2026","passed","Fri Mar 20 21:36:35 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataAllLanguageTest"
"","11951","Тест в шагами в отдельном классе","","Fri Mar 20 21:37:25 UTC 2026","passed","Fri Mar 20 21:37:37 UTC 2026","","com.github.tests.StepsWithAnnotationTest","com.github.tests.StepsWithAnnotationTest","testAnnotatedStep"
"","9709","Проверка максимального набора данных Проверка регистрации с полом: ""Female""","","Fri Mar 20 21:35:53 UTC 2026","passed","Fri Mar 20 21:36:02 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveFullDataAllGenderTest"
"","523","checkPdfTest()","","Fri Mar 20 21:37:40 UTC 2026","passed","Fri Mar 20 21:37:40 UTC 2026","","files.tests.ZipFileTest","files.tests.ZipFileTest","checkPdfTest"
"","3647","negativeWrongEmail()","","Fri Mar 20 21:36:55 UTC 2026","passed","Fri Mar 20 21:36:58 UTC 2026","","com.demoqa.tests.TextBoxTest","com.demoqa.tests.TextBoxTest","negativeWrongEmail"
"","4008","positiveMinimumDataAllLanguageTest(String, String) Проверка регистрации с разными языками: ""王"", ""小明""","","Fri Mar 20 21:36:39 UTC 2026","passed","Fri Mar 20 21:36:43 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataAllLanguageTest"
"","3947","positiveMinimumDataAllLanguageTest(String, String) Проверка регистрации с разными языками: ""Matti"", ""Meikäläinen""","","Fri Mar 20 21:36:47 UTC 2026","passed","Fri Mar 20 21:36:51 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataAllLanguageTest"
"","10","zipFileTest()","","Fri Mar 20 21:37:40 UTC 2026","passed","Fri Mar 20 21:37:40 UTC 2026","","files.tests.ZipFileTest","files.tests.ZipFileTest","zipFileTest"
"","1130","testParsingJson()","","Fri Mar 20 21:37:38 UTC 2026","passed","Fri Mar 20 21:37:39 UTC 2026","","files.tests.JsonFileTest","files.tests.JsonFileTest","testParsingJson"
"","4028","positiveMinimumDataDifferentNamesLengthTest(String, String) Проверка регистрации с разными данными: ""Qazxswedcvfrtgbnhyujmikolpqazxswedcvfrtgbnhyujmikolp"", ""Plokimjuyhnbgtrfvcdewsxzaqplokimjuyhnbgtrfvcdewsxzaq""","","Fri Mar 20 21:36:27 UTC 2026","passed","Fri Mar 20 21:36:31 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataDifferentNamesLengthTest"
"","3506","positiveFillAllFieldsTest()","","Fri Mar 20 21:36:51 UTC 2026","passed","Fri Mar 20 21:36:55 UTC 2026","","com.demoqa.tests.TextBoxTest","com.demoqa.tests.TextBoxTest","positiveFillAllFieldsTest"
"","1078","checkExcelTest()","","Fri Mar 20 21:37:39 UTC 2026","passed","Fri Mar 20 21:37:40 UTC 2026","","files.tests.ZipFileTest","files.tests.ZipFileTest","checkExcelTest"
"","3540","Негативная проверка - не заполненные поля","","Fri Mar 20 21:36:15 UTC 2026","passed","Fri Mar 20 21:36:19 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","negativeEmptyFieldsTest"
"","7835","Проверка максимального набора данных Проверка регистрации с полом: ""Male""","","Fri Mar 20 21:35:45 UTC 2026","passed","Fri Mar 20 21:35:52 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveFullDataAllGenderTest"
"","14609","Тест c Лямбда-нотацией","","Fri Mar 20 21:36:58 UTC 2026","passed","Fri Mar 20 21:37:13 UTC 2026","","com.github.tests.LambdaNotationTest","com.github.tests.LambdaNotationTest","testWithPureSelenide"
"","4214","positiveMinimumDataDifferentNamesLengthTest(String, String) Проверка регистрации с разными данными: ""1"", ""2""","","Fri Mar 20 21:36:23 UTC 2026","passed","Fri Mar 20 21:36:27 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataDifferentNamesLengthTest"
"","20","checkCsvTest()","","Fri Mar 20 21:37:40 UTC 2026","passed","Fri Mar 20 21:37:40 UTC 2026","","files.tests.ZipFileTest","files.tests.ZipFileTest","checkCsvTest"
"","4047","positiveMinimumDataAllLanguageTest(String, String) Проверка регистрации с разными языками: ""José"", ""García""","","Fri Mar 20 21:36:35 UTC 2026","passed","Fri Mar 20 21:36:39 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataAllLanguageTest"
"","9585","Проверка максимального набора данных Проверка регистрации с полом: ""Other""","","Fri Mar 20 21:36:02 UTC 2026","passed","Fri Mar 20 21:36:12 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveFullDataAllGenderTest"
