"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1165","testParsingJson()","","Wed Mar 18 10:20:06 UTC 2026","passed","Wed Mar 18 10:20:07 UTC 2026","","files.tests.JsonFileTest","files.tests.JsonFileTest","testParsingJson"
"","11367","Тест в шагами в отдельном классе","","Wed Mar 18 10:19:54 UTC 2026","passed","Wed Mar 18 10:20:05 UTC 2026","","com.github.tests.StepsWithAnnotationTest","com.github.tests.StepsWithAnnotationTest","testAnnotatedStep"
"","11915","Тест c Лямбда-нотацией","","Wed Mar 18 10:19:30 UTC 2026","passed","Wed Mar 18 10:19:42 UTC 2026","","com.github.tests.LambdaNotationTest","com.github.tests.LambdaNotationTest","testWithPureSelenide"
"","7380","Негативная проверка - не верный формат Email","","Wed Mar 18 10:18:05 UTC 2026","failed","Wed Mar 18 10:18:12 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","negativeWrongEmailFormatTest"
"","6978","positiveMinimumDataAllLanguageTest(String, String) Проверка регистрации с разными языками: ""Matti"", ""Meikäläinen""","","Wed Mar 18 10:19:09 UTC 2026","failed","Wed Mar 18 10:19:16 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataAllLanguageTest"
"","11749","Тест на голом Селениде","","Wed Mar 18 10:19:42 UTC 2026","passed","Wed Mar 18 10:19:54 UTC 2026","","com.github.tests.PureSelenideTest","com.github.tests.PureSelenideTest","testWithPureSelenide"
"","7054","positiveMinimumDataAllLanguageTest(String, String) Проверка регистрации с разными языками: ""John"", ""Doe""","","Wed Mar 18 10:18:41 UTC 2026","failed","Wed Mar 18 10:18:48 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataAllLanguageTest"
"","6958","Негативная проверка - не заполненные поля","","Wed Mar 18 10:18:12 UTC 2026","failed","Wed Mar 18 10:18:19 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","negativeEmptyFieldsTest"
"","7184","positiveMinimumDataDifferentNamesLengthTest(String, String) Проверка регистрации с разными данными: ""Qazxswedcvfrtgbnhyujmikolpqazxswedcvfrtgbnhyujmikolp"", ""Plokimjuyhnbgtrfvcdewsxzaqplokimjuyhnbgtrfvcdewsxzaq""","","Wed Mar 18 10:18:34 UTC 2026","failed","Wed Mar 18 10:18:41 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataDifferentNamesLengthTest"
"","7132","positiveMinimumDataDifferentNamesLengthTest(String, String) Проверка регистрации с разными данными: ""1"", ""2""","","Wed Mar 18 10:18:27 UTC 2026","failed","Wed Mar 18 10:18:34 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataDifferentNamesLengthTest"
"","512","checkPdfTest()","","Wed Mar 18 10:20:08 UTC 2026","passed","Wed Mar 18 10:20:09 UTC 2026","","files.tests.ZipFileTest","files.tests.ZipFileTest","checkPdfTest"
"","6967","positiveMinimumDataAllLanguageTest(String, String) Проверка регистрации с разными языками: ""山田"", ""太郎""","","Wed Mar 18 10:19:02 UTC 2026","failed","Wed Mar 18 10:19:09 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataAllLanguageTest"
