"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7246","positiveMinimumDataDifferentNamesLengthTest(String, String) Проверка регистрации с разными данными: ""A"", ""B""","","Wed Mar 18 10:36:59 UTC 2026","failed","Wed Mar 18 10:37:06 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataDifferentNamesLengthTest"
"","10816","Тест в шагами в отдельном классе","","Wed Mar 18 10:38:58 UTC 2026","passed","Wed Mar 18 10:39:08 UTC 2026","","com.github.tests.StepsWithAnnotationTest","com.github.tests.StepsWithAnnotationTest","testAnnotatedStep"
"","467","checkPdfTest()","","Wed Mar 18 10:39:11 UTC 2026","passed","Wed Mar 18 10:39:12 UTC 2026","","files.tests.ZipFileTest","files.tests.ZipFileTest","checkPdfTest"
"","7340","positiveMinimumDataAllLanguageTest(String, String) Проверка регистрации с разными языками: ""José"", ""García""","","Wed Mar 18 10:37:28 UTC 2026","failed","Wed Mar 18 10:37:35 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataAllLanguageTest"
"","7263","positiveMinimumDataAllLanguageTest(String, String) Проверка регистрации с разными языками: ""王"", ""小明""","","Wed Mar 18 10:37:35 UTC 2026","failed","Wed Mar 18 10:37:42 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataAllLanguageTest"
"","20","checkCsvTest()","","Wed Mar 18 10:39:12 UTC 2026","passed","Wed Mar 18 10:39:12 UTC 2026","","files.tests.ZipFileTest","files.tests.ZipFileTest","checkCsvTest"
"","7542","Проверка максимального набора данных Проверка регистрации с полом: ""Female""","","Wed Mar 18 10:36:29 UTC 2026","failed","Wed Mar 18 10:36:36 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveFullDataAllGenderTest"
"","7427","Проверка максимального набора данных Проверка регистрации с полом: ""Other""","","Wed Mar 18 10:36:36 UTC 2026","failed","Wed Mar 18 10:36:44 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveFullDataAllGenderTest"
"","7321","positiveMinimumDataAllLanguageTest(String, String) Проверка регистрации с разными языками: ""山田"", ""太郎""","","Wed Mar 18 10:37:42 UTC 2026","failed","Wed Mar 18 10:37:50 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataAllLanguageTest"
"","1226","testParsingJson()","","Wed Mar 18 10:39:09 UTC 2026","passed","Wed Mar 18 10:39:10 UTC 2026","","files.tests.JsonFileTest","files.tests.JsonFileTest","testParsingJson"
"","1179","checkExcelTest()","","Wed Mar 18 10:39:10 UTC 2026","passed","Wed Mar 18 10:39:11 UTC 2026","","files.tests.ZipFileTest","files.tests.ZipFileTest","checkExcelTest"
"","7537","positiveMinimumDataAllLanguageTest(String, String) Проверка регистрации с разными языками: ""Matti"", ""Meikäläinen""","","Wed Mar 18 10:37:50 UTC 2026","failed","Wed Mar 18 10:37:57 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataAllLanguageTest"
"","17458","negativeWrongEmail()","","Wed Mar 18 10:38:15 UTC 2026","passed","Wed Mar 18 10:38:32 UTC 2026","","com.demoqa.tests.TextBoxTest","com.demoqa.tests.TextBoxTest","negativeWrongEmail"
"","7399","Негативная проверка - не верный формат Email","","Wed Mar 18 10:36:44 UTC 2026","failed","Wed Mar 18 10:36:51 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","negativeWrongEmailFormatTest"
"","17376","positiveFillAllFieldsTest()","","Wed Mar 18 10:37:57 UTC 2026","passed","Wed Mar 18 10:38:15 UTC 2026","","com.demoqa.tests.TextBoxTest","com.demoqa.tests.TextBoxTest","positiveFillAllFieldsTest"
"","7381","positiveMinimumDataDifferentNamesLengthTest(String, String) Проверка регистрации с разными данными: ""Qazxswedcvfrtgbnhyujmikolpqazxswedcvfrtgbnhyujmikolp"", ""Plokimjuyhnbgtrfvcdewsxzaqplokimjuyhnbgtrfvcdewsxzaq""","","Wed Mar 18 10:37:13 UTC 2026","failed","Wed Mar 18 10:37:21 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataDifferentNamesLengthTest"
